PID,DN,DP,TN,RL,id,date_modified,populated_columns,is_animated,photo_orientation,burst_id,filename_burst_id,burst_is_primary,drm,fingerprint,fingerprint_size,oem_special_type_id,photosphere,video_width,video_height,video_captured_frame_rate,video_encoded_frame_rate,is_vr,is_raw,depth_type,is_microvideo,micro_video_offset,burst_is_extra,micro_video_still_image_timestamp_ms,micro_video_duration_ms,micro_video_metadata,adjusted_exif_date_time,timezone_offset,latitude,longitude,is_long_shot_video,image_width,image_height,video_duration
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 11)","(id, 36)","(date_modified, 1618199766)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, 0)","(fingerprint, vfYz0Kx/pEQ271eVWDTmE0lhRu4=)","(fingerprint_size, 1095777)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1618199764000)","(timezone_offset, -14400000)","(latitude, 37.235495999722225)","(longitude, -80.4369369)","(is_long_shot_video, 0)","(image_width, 2944)","(image_height, 2208)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 12)","(id, 39)","(date_modified, 1618482459)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, 0)","(fingerprint, 7GYLSIaj8mGEL1q4qyH8THleXUk=)","(fingerprint_size, 4008883)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1618482457000)","(timezone_offset, -14400000)","(latitude, 38.7080222)","(longitude, -81.96715729972222)","(is_long_shot_video, 0)","(image_width, 4032)","(image_height, 3024)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 13)","(id, 40)","(date_modified, 1618482474)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, 0)","(fingerprint, W+fTvhj3sOfzIEAPZzUxb5gL0g0=)","(fingerprint_size, 2784533)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1618482472000)","(timezone_offset, -14400000)","(latitude, 38.711885899722226)","(longitude, -81.96760419972222)","(is_long_shot_video, 0)","(image_width, 4032)","(image_height, 3024)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 14)","(id, 42)","(date_modified, 1621123432)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, None)","(fingerprint, cdpk7u4jV7FQ2VMbegnv+KKMPDg=)","(fingerprint_size, 2570999)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1621123431000)","(timezone_offset, -14400000)","(latitude, 37.34928419972223)","(longitude, -80.5386074)","(is_long_shot_video, 0)","(image_width, 4032)","(image_height, 1908)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 15)","(id, 43)","(date_modified, 1621123434)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, None)","(fingerprint, Bnqqly0HJoJXO9XoqZbMI0XqNeQ=)","(fingerprint_size, 2471633)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1621123433000)","(timezone_offset, -14400000)","(latitude, 37.3492991)","(longitude, -80.5386144)","(is_long_shot_video, 0)","(image_width, 4032)","(image_height, 1908)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 16)","(id, 44)","(date_modified, 1621123437)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, None)","(fingerprint, l2PP0RvlJWK/3J7MBeEnxTcDqnw=)","(fingerprint_size, 2285561)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1621123436000)","(timezone_offset, -14400000)","(latitude, 37.3492991)","(longitude, -80.5386144)","(is_long_shot_video, 0)","(image_width, 4032)","(image_height, 1908)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 17)","(id, 45)","(date_modified, 1621123442)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, None)","(fingerprint, faV5XAk8Vuxiswm1m7Y7XqzNG1s=)","(fingerprint_size, 2744945)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1621123440000)","(timezone_offset, -14400000)","(latitude, 37.349296)","(longitude, -80.53862139972222)","(is_long_shot_video, 0)","(image_width, 4032)","(image_height, 1908)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 18)","(id, 46)","(date_modified, 1621124013)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, None)","(fingerprint, L30bTmHiO52IzBfGNIxZk9GNsyw=)","(fingerprint_size, 2094060)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1621124012000)","(timezone_offset, -14400000)","(latitude, 37.349296)","(longitude, -80.5386215)","(is_long_shot_video, 0)","(image_width, 4032)","(image_height, 1908)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 19)","(id, 47)","(date_modified, 1621136701)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, None)","(fingerprint, RXH3PCDg+K1FcnYjH//NXBxvG/k=)","(fingerprint_size, 713512)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1621136701000)","(timezone_offset, -14400000)","(latitude, None)","(longitude, None)","(is_long_shot_video, 0)","(image_width, 1080)","(image_height, 2280)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 20)","(id, 48)","(date_modified, 1621471927)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, None)","(fingerprint, 5f6l0oMTzFQiRaMOkM1N5avI2gs=)","(fingerprint_size, 3536927)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1621471925000)","(timezone_offset, -14400000)","(latitude, 37.22382939972223)","(longitude, -80.4177298)","(is_long_shot_video, 0)","(image_width, 4032)","(image_height, 1908)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 21)","(id, 49)","(date_modified, 1621471930)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, None)","(fingerprint, M0CYfO8Daa/99rPkYODV30t0C1Y=)","(fingerprint_size, 6046089)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1621471930000)","(timezone_offset, -14400000)","(latitude, 37.223829)","(longitude, -80.41773)","(is_long_shot_video, 0)","(image_width, 4032)","(image_height, 1908)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 22)","(id, 50)","(date_modified, 1621471933)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, None)","(fingerprint, xTSYRpIfAWoWqb7U2Qoo0nPECh8=)","(fingerprint_size, 5535443)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1621471933000)","(timezone_offset, -14400000)","(latitude, 37.223829)","(longitude, -80.41773)","(is_long_shot_video, 0)","(image_width, 4032)","(image_height, 1908)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 23)","(id, 51)","(date_modified, 1621471937)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, None)","(fingerprint, j7xjb6WcVnD0NgZiH+3blNaDfqU=)","(fingerprint_size, 6286243)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1621471937000)","(timezone_offset, -14400000)","(latitude, 37.223829)","(longitude, -80.41773)","(is_long_shot_video, 0)","(image_width, 4032)","(image_height, 1908)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 24)","(id, 53)","(date_modified, 1621471970)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, None)","(fingerprint, USgBTUUbT7RoPpMPQOCW6X161dE=)","(fingerprint_size, 6786196)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1621471970000)","(timezone_offset, -14400000)","(latitude, 37.223987972222226)","(longitude, -80.417634)","(is_long_shot_video, 0)","(image_width, 4032)","(image_height, 1908)","(video_duration, None)"
