UID,AN,PID,DN,DP,TN,RL,_id,text,weight,type,ref_id,result_context
"(UID, f919dad4dee822d)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2585)","(_id, 2643)","(text, columhiggins)","(weight, 52225)","(type, 1)","(ref_id, 74561891)","(result_context, None)"
"(UID, 65ed78a2abb5bd1)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2586)","(_id, 2644)","(text, higgins)","(weight, 52225)","(type, 1)","(ref_id, 74561891)","(result_context, None)"
"(UID, 05b61c091309ea1)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2587)","(_id, 2645)","(text, colum)","(weight, 52225)","(type, 1)","(ref_id, 74561891)","(result_context, None)"
"(UID, b4965fc8fc7a8b4)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2588)","(_id, 2646)","(text, bruce hunter)","(weight, 52225)","(type, 1)","(ref_id, 75604941)","(result_context, None)"
"(UID, 28cca7b13ed4b26)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2589)","(_id, 2647)","(text, brucehunter)","(weight, 52225)","(type, 1)","(ref_id, 75604941)","(result_context, None)"
"(UID, 0624cd8a4ccc749)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2590)","(_id, 2648)","(text, hunter)","(weight, 52225)","(type, 1)","(ref_id, 75604941)","(result_context, None)"
"(UID, 594a9426da3090e)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2591)","(_id, 2649)","(text, bruce)","(weight, 52225)","(type, 1)","(ref_id, 75604941)","(result_context, None)"
"(UID, dc158771765ad92)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2592)","(_id, 2650)","(text, @gpstcu)","(weight, 52225)","(type, 1)","(ref_id, 75604941)","(result_context, None)"
"(UID, 61f7d2bed79cfd4)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2593)","(_id, 2651)","(text, gpstcu)","(weight, 52225)","(type, 1)","(ref_id, 75604941)","(result_context, None)"
"(UID, e8170ed935fd8a9)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2594)","(_id, 2652)","(text, cody simpson)","(weight, 52225)","(type, 1)","(ref_id, 79650494)","(result_context, None)"
"(UID, 994d4ab373655f2)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2595)","(_id, 2653)","(text, @codysimpson)","(weight, 52225)","(type, 1)","(ref_id, 79650494)","(result_context, None)"
"(UID, aa389e228900fe2)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2596)","(_id, 2654)","(text, simpson)","(weight, 52225)","(type, 1)","(ref_id, 79650494)","(result_context, None)"
"(UID, d1fd41ab21f4c80)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2597)","(_id, 2655)","(text, codysimpson)","(weight, 52225)","(type, 1)","(ref_id, 79650494)","(result_context, None)"
"(UID, 157379104bbd5fb)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2598)","(_id, 2656)","(text, cody)","(weight, 52225)","(type, 1)","(ref_id, 79650494)","(result_context, None)"
"(UID, e83344a4d43e8d2)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2599)","(_id, 2657)","(text, julian)","(weight, 52225)","(type, 1)","(ref_id, 82148276)","(result_context, None)"
"(UID, 678a5e6160779cd)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2600)","(_id, 2658)","(text, julianwilson)","(weight, 52225)","(type, 1)","(ref_id, 82148276)","(result_context, None)"
"(UID, c099a6611d014b6)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2601)","(_id, 2659)","(text, wilson)","(weight, 52225)","(type, 1)","(ref_id, 82148276)","(result_context, None)"
"(UID, 1759ce75c82f5fd)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2602)","(_id, 2660)","(text, julian_wilson)","(weight, 52225)","(type, 1)","(ref_id, 82148276)","(result_context, None)"
"(UID, 2794b616d7993b7)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2603)","(_id, 2661)","(text, @julian_wilson)","(weight, 52225)","(type, 1)","(ref_id, 82148276)","(result_context, None)"
"(UID, f69af5f61a42a80)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2604)","(_id, 2662)","(text, julian wilson)","(weight, 52225)","(type, 1)","(ref_id, 82148276)","(result_context, None)"
"(UID, c6ce40f9d2a12cf)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2605)","(_id, 2663)","(text, michael)","(weight, 52225)","(type, 1)","(ref_id, 84353161)","(result_context, None)"
"(UID, 4e31c9cde7d328c)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2606)","(_id, 2664)","(text, michael vick)","(weight, 52225)","(type, 1)","(ref_id, 84353161)","(result_context, None)"
"(UID, fd44e96bd73c5fd)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2607)","(_id, 2665)","(text, @michaelvick)","(weight, 52225)","(type, 1)","(ref_id, 84353161)","(result_context, None)"
"(UID, 08d33d9dc23d0c3)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2608)","(_id, 2666)","(text, vick)","(weight, 52225)","(type, 1)","(ref_id, 84353161)","(result_context, None)"
"(UID, 74603aece6f4c25)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2609)","(_id, 2667)","(text, michaelvick)","(weight, 52225)","(type, 1)","(ref_id, 84353161)","(result_context, None)"
"(UID, 9ab6cfb2d588a81)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2610)","(_id, 2668)","(text, 一)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, eec517731d72ab1)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2611)","(_id, 2669)","(text, 聡)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, 6ba74bb7a26aef5)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2612)","(_id, 2670)","(text, 野口)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, cdc2ac3d63161e1)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2613)","(_id, 2671)","(text, 野口聡一)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, e5b78c32c779d45)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2614)","(_id, 2672)","(text, soichinoguchi)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, 3c4885a40c64065)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2615)","(_id, 2673)","(text, soichi noguchi)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, 1315e71c654d368)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2616)","(_id, 2674)","(text, noguchi)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, d4c5a7bdcb03333)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2617)","(_id, 2675)","(text, の)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, 7f6bd4e54b543b7)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2618)","(_id, 2676)","(text, noguchi soichi 野口 聡 一 の ぐち そう いち)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, 6f2a16ce3fd4b61)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2619)","(_id, 2677)","(text, そう)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, 1eea4c456eaa6df)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2620)","(_id, 2678)","(text, 野口 聡 一)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, a9afb98fd3c9820)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2621)","(_id, 2679)","(text, astro)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, d2b2660f378fffa)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2622)","(_id, 2680)","(text, ぐち)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, 3b2dbf1e4da4060)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2623)","(_id, 2681)","(text, noguchisoichi野口聡一のぐちそういち)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, ba4caad388b7351)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2624)","(_id, 2682)","(text, astrosoichi)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, 4a4c850c6cc0256)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2625)","(_id, 2683)","(text, いち)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, 1957809f95efa4c)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2626)","(_id, 2684)","(text, @astro_soichi)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, f5978dc7f7e1fbb)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2627)","(_id, 2685)","(text, soichi)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, 547cde978fdd326)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2628)","(_id, 2686)","(text, astro_soichi)","(weight, 52225)","(type, 1)","(ref_id, 85891683)","(result_context, None)"
"(UID, 626e0218bdc5a74)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2629)","(_id, 2687)","(text, wikipedia)","(weight, 52225)","(type, 1)","(ref_id, 86390214)","(result_context, None)"
"(UID, 15735a6f094afd8)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2630)","(_id, 2688)","(text, @wikipedia)","(weight, 52225)","(type, 1)","(ref_id, 86390214)","(result_context, None)"
"(UID, 266776b5f438bab)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2631)","(_id, 2689)","(text, dan)","(weight, 52225)","(type, 1)","(ref_id, 87762723)","(result_context, None)"
"(UID, adf74193ad2077b)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2632)","(_id, 2690)","(text, @4n68r)","(weight, 52225)","(type, 1)","(ref_id, 87762723)","(result_context, None)"
"(UID, d22982b8d02c698)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2633)","(_id, 2691)","(text, 4n68r)","(weight, 52225)","(type, 1)","(ref_id, 87762723)","(result_context, None)"
"(UID, 8dcf2f99215ad43)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2634)","(_id, 2692)","(text, cindyvazquez)","(weight, 52225)","(type, 1)","(ref_id, 88721120)","(result_context, None)"
"(UID, d912e9c43c360e9)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2635)","(_id, 2693)","(text, cindy vazquez)","(weight, 52225)","(type, 1)","(ref_id, 88721120)","(result_context, None)"
"(UID, fdbb94bf4647e68)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2636)","(_id, 2694)","(text, cindy)","(weight, 52225)","(type, 1)","(ref_id, 88721120)","(result_context, None)"
"(UID, 788fa43007d2fb9)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2637)","(_id, 2695)","(text, vazquez)","(weight, 52225)","(type, 1)","(ref_id, 88721120)","(result_context, None)"
"(UID, 0d6b9f7edd8042b)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2638)","(_id, 2696)","(text, cindytavz)","(weight, 52225)","(type, 1)","(ref_id, 88721120)","(result_context, None)"
"(UID, 026f75beda3c561)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2639)","(_id, 2697)","(text, @cindytavz)","(weight, 52225)","(type, 1)","(ref_id, 88721120)","(result_context, None)"
"(UID, c795d11226dc130)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2640)","(_id, 2698)","(text, andresiniesta)","(weight, 52225)","(type, 1)","(ref_id, 90836187)","(result_context, None)"
"(UID, 72a0c154c8b1c3c)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2641)","(_id, 2699)","(text, andres iniesta)","(weight, 52225)","(type, 1)","(ref_id, 90836187)","(result_context, None)"
"(UID, 5e332376c9f11ea)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 2642)","(_id, 2700)","(text, iniesta)","(weight, 52225)","(type, 1)","(ref_id, 90836187)","(result_context, None)"
