UID,AN,PID,DN,DP,TN,RL,_id,text,weight,type,ref_id,result_context
"(UID, 643ef4366ac672e)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8828)","(_id, 8886)","(text, sydney)","(weight, 51524)","(type, 1)","(ref_id, 617876635)","(result_context, None)"
"(UID, 7853a3da8fd0189)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8829)","(_id, 8887)","(text, afisydney)","(weight, 51524)","(type, 1)","(ref_id, 617876635)","(result_context, None)"
"(UID, bc98fc6778ba196)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8830)","(_id, 8888)","(text, afi)","(weight, 51524)","(type, 1)","(ref_id, 617876635)","(result_context, None)"
"(UID, 878a1535a602854)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8831)","(_id, 8889)","(text, afi_sydney)","(weight, 51524)","(type, 1)","(ref_id, 617876635)","(result_context, None)"
"(UID, 7fc89c11e6ba278)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8832)","(_id, 8890)","(text, @afi_sydney)","(weight, 51524)","(type, 1)","(ref_id, 617876635)","(result_context, None)"
"(UID, eabc773b721e6c5)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8833)","(_id, 8891)","(text, spider)","(weight, 51524)","(type, 1)","(ref_id, 617876635)","(result_context, None)"
"(UID, e4c6598f9c7590a)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8834)","(_id, 8892)","(text, richlandpolice)","(weight, 51524)","(type, 1)","(ref_id, 733523346)","(result_context, None)"
"(UID, 6be5af5ab201a67)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8835)","(_id, 8893)","(text, pd)","(weight, 51524)","(type, 1)","(ref_id, 733523346)","(result_context, None)"
"(UID, df7b1d349aa2e87)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8836)","(_id, 8894)","(text, richland)","(weight, 51524)","(type, 1)","(ref_id, 733523346)","(result_context, None)"
"(UID, fe9d2fab2f18922)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8837)","(_id, 8895)","(text, richlandpdwa)","(weight, 51524)","(type, 1)","(ref_id, 733523346)","(result_context, None)"
"(UID, 48f9c5de822264a)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8838)","(_id, 8896)","(text, richland pd wa)","(weight, 51524)","(type, 1)","(ref_id, 733523346)","(result_context, None)"
"(UID, 0489f05e51106d7)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8839)","(_id, 8897)","(text, wa)","(weight, 51524)","(type, 1)","(ref_id, 733523346)","(result_context, None)"
"(UID, 0a7d56f638dd653)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8840)","(_id, 8898)","(text, @richlandpolice)","(weight, 51524)","(type, 1)","(ref_id, 733523346)","(result_context, None)"
"(UID, bb86e0a744a87a3)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8841)","(_id, 8899)","(text, steve beltz)","(weight, 51524)","(type, 1)","(ref_id, 759374960)","(result_context, None)"
"(UID, 2cc5038986aa7f1)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8842)","(_id, 8900)","(text, stevebeltz)","(weight, 51524)","(type, 1)","(ref_id, 759374960)","(result_context, None)"
"(UID, 6afb1c204e6e0d9)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8843)","(_id, 8901)","(text, steve)","(weight, 51524)","(type, 1)","(ref_id, 759374960)","(result_context, None)"
"(UID, fade4aaea0f957e)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8844)","(_id, 8902)","(text, beltz)","(weight, 51524)","(type, 1)","(ref_id, 759374960)","(result_context, None)"
"(UID, 927be359a7e220a)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8845)","(_id, 8903)","(text, @stevebeltz)","(weight, 51524)","(type, 1)","(ref_id, 759374960)","(result_context, None)"
"(UID, 643fab59ec56389)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8846)","(_id, 8904)","(text, the)","(weight, 51524)","(type, 1)","(ref_id, 900248005)","(result_context, None)"
"(UID, 544a45f12a83377)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8847)","(_id, 8905)","(text, @ebelardo73)","(weight, 51524)","(type, 1)","(ref_id, 900248005)","(result_context, None)"
"(UID, eb19ecd0851d07e)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8848)","(_id, 8906)","(text, cyber)","(weight, 51524)","(type, 1)","(ref_id, 900248005)","(result_context, None)"
"(UID, 3172906a9d4cebc)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8849)","(_id, 8907)","(text, ebelardo73)","(weight, 51524)","(type, 1)","(ref_id, 900248005)","(result_context, None)"
"(UID, 25f11fa7398865a)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8850)","(_id, 8908)","(text, ericbelardothecyberpapa)","(weight, 51524)","(type, 1)","(ref_id, 900248005)","(result_context, None)"
"(UID, e3eca824a3b33ba)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8851)","(_id, 8909)","(text, papa)","(weight, 51524)","(type, 1)","(ref_id, 900248005)","(result_context, None)"
"(UID, 109ef493ae2562e)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8852)","(_id, 8910)","(text, eric belardo the cyber papa)","(weight, 51524)","(type, 1)","(ref_id, 900248005)","(result_context, None)"
"(UID, 8c9237d212dca09)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8853)","(_id, 8911)","(text, eric)","(weight, 51524)","(type, 1)","(ref_id, 900248005)","(result_context, None)"
"(UID, 44c7579631a9e4c)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8854)","(_id, 8912)","(text, belardo)","(weight, 51524)","(type, 1)","(ref_id, 900248005)","(result_context, None)"
"(UID, b982229f2dc5bcc)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8855)","(_id, 8913)","(text, beniaminmincu)","(weight, 51524)","(type, 1)","(ref_id, 1392307531)","(result_context, None)"
"(UID, 54841cc008c7caf)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8856)","(_id, 8914)","(text, ⚡)","(weight, 51524)","(type, 1)","(ref_id, 1392307531)","(result_context, None)"
"(UID, db819fc065dd0c3)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8857)","(_id, 8915)","(text, mincu)","(weight, 51524)","(type, 1)","(ref_id, 1392307531)","(result_context, None)"
"(UID, 1ae08281c45506f)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8858)","(_id, 8916)","(text, beniaminmincu⚡)","(weight, 51524)","(type, 1)","(ref_id, 1392307531)","(result_context, None)"
"(UID, 40e261756cfa4a8)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8859)","(_id, 8917)","(text, beniamin mincu ⚡)","(weight, 51524)","(type, 1)","(ref_id, 1392307531)","(result_context, None)"
"(UID, 5b2f21eeb3f3d22)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8860)","(_id, 8918)","(text, beniamin)","(weight, 51524)","(type, 1)","(ref_id, 1392307531)","(result_context, None)"
"(UID, 22dc455d5ff1339)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8861)","(_id, 8919)","(text, @beniaminmincu)","(weight, 51524)","(type, 1)","(ref_id, 1392307531)","(result_context, None)"
"(UID, c0b5330e4577251)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8862)","(_id, 8920)","(text, mike)","(weight, 51524)","(type, 1)","(ref_id, 1547043582)","(result_context, None)"
"(UID, ece0cf42f1f620c)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8863)","(_id, 8921)","(text, chiefhacks)","(weight, 51524)","(type, 1)","(ref_id, 1547043582)","(result_context, None)"
"(UID, 417dc049b8ae65a)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8864)","(_id, 8922)","(text, @chiefhacks)","(weight, 51524)","(type, 1)","(ref_id, 1547043582)","(result_context, None)"
"(UID, e6ef307813876d3)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8865)","(_id, 8923)","(text, colby)","(weight, 51524)","(type, 1)","(ref_id, 2433539100)","(result_context, None)"
"(UID, 0ecdfcc5e6752de)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8866)","(_id, 8924)","(text, colby canutt)","(weight, 51524)","(type, 1)","(ref_id, 2433539100)","(result_context, None)"
"(UID, 8be7f9cd714136c)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8867)","(_id, 8925)","(text, colbycanutt)","(weight, 51524)","(type, 1)","(ref_id, 2433539100)","(result_context, None)"
"(UID, b3a9d5a115541aa)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8868)","(_id, 8926)","(text, @colbycanutt)","(weight, 51524)","(type, 1)","(ref_id, 2433539100)","(result_context, None)"
"(UID, 75706dfbe4ca8d3)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8869)","(_id, 8927)","(text, canutt)","(weight, 51524)","(type, 1)","(ref_id, 2433539100)","(result_context, None)"
"(UID, 6096bf2eebe3bc5)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8870)","(_id, 8928)","(text, stevemarriott)","(weight, 51524)","(type, 1)","(ref_id, 2436973321)","(result_context, None)"
"(UID, ba4c88a2c3337cc)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8871)","(_id, 8929)","(text, steve marriott)","(weight, 51524)","(type, 1)","(ref_id, 2436973321)","(result_context, None)"
"(UID, 6f6d835ab85b97f)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8872)","(_id, 8930)","(text, marriott)","(weight, 51524)","(type, 1)","(ref_id, 2436973321)","(result_context, None)"
"(UID, d37eef77c18acad)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8873)","(_id, 8931)","(text, steve)","(weight, 51524)","(type, 1)","(ref_id, 2436973321)","(result_context, None)"
"(UID, 4adee84ddbf4d02)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8874)","(_id, 8932)","(text, gradualyears)","(weight, 51524)","(type, 1)","(ref_id, 2436973321)","(result_context, None)"
"(UID, d9a3cb919167a99)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8875)","(_id, 8933)","(text, @gradualyears)","(weight, 51524)","(type, 1)","(ref_id, 2436973321)","(result_context, None)"
"(UID, ce4550c7e18dce9)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8876)","(_id, 8934)","(text, @mrbeast)","(weight, 51524)","(type, 1)","(ref_id, 2455740283)","(result_context, None)"
"(UID, 38618e5c5705410)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8877)","(_id, 8935)","(text, mrbeast)","(weight, 51524)","(type, 1)","(ref_id, 2455740283)","(result_context, None)"
"(UID, 1940cc0de4e676a)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8878)","(_id, 8936)","(text, tech)","(weight, 51524)","(type, 1)","(ref_id, 2941314686)","(result_context, None)"
"(UID, 1299dde29087000)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8879)","(_id, 8937)","(text, teel tech canada)","(weight, 51524)","(type, 1)","(ref_id, 2941314686)","(result_context, None)"
"(UID, 5ed2083184f2f47)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8880)","(_id, 8938)","(text, canada)","(weight, 51524)","(type, 1)","(ref_id, 2941314686)","(result_context, None)"
"(UID, 3300635391e75b4)","(AN, Twitter)","(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/1378525099184291843-61.db)","(TN, tokens)","(RL, 8881)","(_id, 8939)","(text, @teeltechcanada)","(weight, 51524)","(type, 1)","(ref_id, 2941314686)","(result_context, None)"
