PID,DN,DP,TN,RL,nik,origin_scheme,origin_host,origin_port,group_name,is_include_subdomains,expires_us_since_epoch,last_access_us_since_epoch
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 11)","(nik, [])","(origin_scheme, https)","(origin_host, www.mintahoe.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13263669269711818)","(last_access_us_since_epoch, 13263064469711818)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 12)","(nik, [])","(origin_scheme, https)","(origin_host, ajax.cloudflare.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13270794479556576)","(last_access_us_since_epoch, 13270189679556576)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 13)","(nik, [])","(origin_scheme, https)","(origin_host, accounts.google.com)","(origin_port, 443)","(group_name, nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13271367673419745)","(last_access_us_since_epoch, 13271367373419745)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 14)","(nik, [])","(origin_scheme, https)","(origin_host, ad4m.at)","(origin_port, 443)","(group_name, report-endpoint)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13264031727064093)","(last_access_us_since_epoch, 13263946527519386)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 15)","(nik, [])","(origin_scheme, https)","(origin_host, as.ad4m.at)","(origin_port, 443)","(group_name, report-endpoint)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13264032628031842)","(last_access_us_since_epoch, 13263946228031842)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 16)","(nik, [])","(origin_scheme, https)","(origin_host, www-macrumors-com.cdn.ampproject.org)","(origin_port, 443)","(group_name, nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266217589681441)","(last_access_us_since_epoch, 13265612789681441)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 17)","(nik, [])","(origin_scheme, https)","(origin_host, www-theverge-com.cdn.ampproject.org)","(origin_port, 443)","(group_name, nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266217596014399)","(last_access_us_since_epoch, 13265612796014399)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 18)","(nik, [])","(origin_scheme, https)","(origin_host, beacons5.gvt2.com)","(origin_port, 443)","(group_name, nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13265614385599374)","(last_access_us_since_epoch, 13265614085599374)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 19)","(nik, [])","(origin_scheme, https)","(origin_host, en.m.wikipedia.org)","(origin_port, 443)","(group_name, wm_nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266437708909651)","(last_access_us_since_epoch, 13266351308909651)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 20)","(nik, [])","(origin_scheme, https)","(origin_host, www-greenbot-com.cdn.ampproject.org)","(origin_port, 443)","(group_name, nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266956130161259)","(last_access_us_since_epoch, 13266351330161259)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 21)","(nik, [])","(origin_scheme, https)","(origin_host, ssl-market-east-5.smrtb.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266956165031258)","(last_access_us_since_epoch, 13266351365031258)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 22)","(nik, [])","(origin_scheme, https)","(origin_host, ssl-market-east.smrtb.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266956164041276)","(last_access_us_since_epoch, 13266351364041276)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 23)","(nik, [])","(origin_scheme, https)","(origin_host, www-tomsguide-com.cdn.ampproject.org)","(origin_port, 443)","(group_name, nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266956158533822)","(last_access_us_since_epoch, 13266351358533822)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 24)","(nik, [])","(origin_scheme, https)","(origin_host, gadgetstouse-com.cdn.ampproject.org)","(origin_port, 443)","(group_name, nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266956245815544)","(last_access_us_since_epoch, 13266351445815544)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 25)","(nik, [])","(origin_scheme, https)","(origin_host, www-makeuseof-com.cdn.ampproject.org)","(origin_port, 443)","(group_name, nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266957322300720)","(last_access_us_since_epoch, 13266352522300720)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 26)","(nik, [])","(origin_scheme, https)","(origin_host, m-gsmarena-com.cdn.ampproject.org)","(origin_port, 443)","(group_name, nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266957195009546)","(last_access_us_since_epoch, 13266352395009546)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 27)","(nik, [])","(origin_scheme, https)","(origin_host, cdn-redirector.glopal.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266957300666828)","(last_access_us_since_epoch, 13266352500666828)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 28)","(nik, [])","(origin_scheme, https)","(origin_host, cdn.codeblackbelt.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266957297623145)","(last_access_us_since_epoch, 13266352497623145)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 29)","(nik, [])","(origin_scheme, https)","(origin_host, cdn.shopify.com)","(origin_port, 443)","(group_name, network-errors)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13272782495971158)","(last_access_us_since_epoch, 13270190495971158)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 30)","(nik, [])","(origin_scheme, https)","(origin_host, ekr.zdassets.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266957300582692)","(last_access_us_since_epoch, 13266352500582692)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 31)","(nik, [])","(origin_scheme, https)","(origin_host, settings.luckyorange.net)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266957297563053)","(last_access_us_since_epoch, 13266352497563053)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 32)","(nik, [])","(origin_scheme, https)","(origin_host, simplecellinchelp.zendesk.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266957301373507)","(last_access_us_since_epoch, 13266352501373507)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 33)","(nik, [])","(origin_scheme, https)","(origin_host, simplecellshop.com)","(origin_port, 443)","(group_name, network-errors)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13268944498185260)","(last_access_us_since_epoch, 13266352498185260)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 34)","(nik, [])","(origin_scheme, https)","(origin_host, static.zdassets.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266957302631006)","(last_access_us_since_epoch, 13266352502631006)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 35)","(nik, [])","(origin_scheme, https)","(origin_host, www.codeblackbelt.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266957298736051)","(last_access_us_since_epoch, 13266352498736051)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 36)","(nik, [])","(origin_scheme, https)","(origin_host, clients2.google.com)","(origin_port, 443)","(group_name, nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13266360387766513)","(last_access_us_since_epoch, 13266360087766513)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 37)","(nik, [])","(origin_scheme, https)","(origin_host, getrockerbox.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13267677793560316)","(last_access_us_since_epoch, 13267072993560316)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 38)","(nik, [])","(origin_scheme, https)","(origin_host, www.orderitalianospizzamenu.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13268537837806200)","(last_access_us_since_epoch, 13267933037806200)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 39)","(nik, [])","(origin_scheme, https)","(origin_host, beacons5.gvt3.com)","(origin_port, 443)","(group_name, nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13269983592540878)","(last_access_us_since_epoch, 13269983292540878)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 40)","(nik, [])","(origin_scheme, https)","(origin_host, fashionandcars-tumblr-com.cdn.ampproject.org)","(origin_port, 443)","(group_name, nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13268768330225159)","(last_access_us_since_epoch, 13268163547877913)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 41)","(nik, [])","(origin_scheme, https)","(origin_host, www.instagram.com)","(origin_port, 443)","(group_name, coep)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13268249939468182)","(last_access_us_since_epoch, 13268163539468182)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 42)","(nik, [])","(origin_scheme, https)","(origin_host, www.instagram.com)","(origin_port, 443)","(group_name, coop)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13268249939468182)","(last_access_us_since_epoch, 13268163539468182)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 43)","(nik, [])","(origin_scheme, https)","(origin_host, www.digital4n6india.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13268768442854295)","(last_access_us_since_epoch, 13268163642854295)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 44)","(nik, [])","(origin_scheme, https)","(origin_host, connect.facebook.net)","(origin_port, 443)","(group_name, coop_report)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13270276804862444)","(last_access_us_since_epoch, 13270190404862444)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 45)","(nik, [])","(origin_scheme, https)","(origin_host, cx.atdmt.com)","(origin_port, 443)","(group_name, coop_report)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13270069393238295)","(last_access_us_since_epoch, 13269982993238295)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 46)","(nik, [])","(origin_scheme, https)","(origin_host, scripts.mymarketingreports.com)","(origin_port, 443)","(group_name, default)","(is_include_subdomains, 1)","(expires_us_since_epoch, 13301518994699385)","(last_access_us_since_epoch, 13269982994699385)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 47)","(nik, [])","(origin_scheme, https)","(origin_host, facebook.com)","(origin_port, 443)","(group_name, coop_report)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13270070354419626)","(last_access_us_since_epoch, 13269983954419626)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 48)","(nik, [])","(origin_scheme, https)","(origin_host, m.facebook.com)","(origin_port, 443)","(group_name, coop_report)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13270070354929139)","(last_access_us_since_epoch, 13269983954929139)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 49)","(nik, [])","(origin_scheme, https)","(origin_host, www.facebook.com)","(origin_port, 443)","(group_name, coop_report)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13270276949117881)","(last_access_us_since_epoch, 13270190549117881)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 50)","(nik, [])","(origin_scheme, https)","(origin_host, www.totalcardiagnostics.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13270589515657059)","(last_access_us_since_epoch, 13269984715657059)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 51)","(nik, [])","(origin_scheme, https)","(origin_host, www.blantonsbourbon.com)","(origin_port, 443)","(group_name, network-errors)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13272782455286231)","(last_access_us_since_epoch, 13270190455286231)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 52)","(nik, [])","(origin_scheme, https)","(origin_host, age-verification.hulkapps.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13270795292375581)","(last_access_us_since_epoch, 13270190492375581)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 53)","(nik, [])","(origin_scheme, https)","(origin_host, app.backinstock.org)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13270795206180901)","(last_access_us_since_epoch, 13270190406180901)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 54)","(nik, [])","(origin_scheme, https)","(origin_host, appsolve.io)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13270795291031313)","(last_access_us_since_epoch, 13270190491031313)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 55)","(nik, [])","(origin_scheme, https)","(origin_host, geo.thalia.workers.dev)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13270794576925206)","(last_access_us_since_epoch, 13270189776925206)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 56)","(nik, [])","(origin_scheme, https)","(origin_host, woodencork.com)","(origin_port, 443)","(group_name, network-errors)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13272781976537760)","(last_access_us_since_epoch, 13270189976537760)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 57)","(nik, [])","(origin_scheme, https)","(origin_host, checkout.shopify.com)","(origin_port, 443)","(group_name, network-errors)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13272781871063399)","(last_access_us_since_epoch, 13270189871063399)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 58)","(nik, [])","(origin_scheme, https)","(origin_host, pay.google.com)","(origin_port, 443)","(group_name, InstantbuyFrontendBuyflowHttp)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13272781871232764)","(last_access_us_since_epoch, 13270189871232764)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoint_groups)","(RL, 59)","(nik, [])","(origin_scheme, https)","(origin_host, apps2.webinopoly.com)","(origin_port, 443)","(group_name, cf-nel)","(is_include_subdomains, 0)","(expires_us_since_epoch, 13270795206293548)","(last_access_us_since_epoch, 13270190406293548)"
