PID,DN,DP,TN,RL,nik,origin_scheme,origin_host,origin_port,received_ip_address,group_name,expires_us_since_epoch,success_fraction,failure_fraction,is_include_subdomains,last_access_us_since_epoch
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 11)","(nik, [])","(origin_scheme, https)","(origin_host, ssl-market-east.smrtb.com)","(origin_port, 443)","(received_ip_address, 2606:4700:20::ac43:4ae9)","(group_name, cf-nel)","(expires_us_since_epoch, 13266956164041325)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266351364041349)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 12)","(nik, [])","(origin_scheme, https)","(origin_host, www-tomsguide-com.cdn.ampproject.org)","(origin_port, 443)","(received_ip_address, 2607:f8b0:4004:80a::2001)","(group_name, nel)","(expires_us_since_epoch, 13266956158533907)","(success_fraction, 0.05)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266351358542237)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 13)","(nik, [])","(origin_scheme, https)","(origin_host, a.clickcertain.com)","(origin_port, 443)","(received_ip_address, 2606:4700:3039::6815:c074)","(group_name, cf-nel)","(expires_us_since_epoch, 13266956204041624)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266351404041662)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 14)","(nik, [])","(origin_scheme, https)","(origin_host, gadgetstouse-com.cdn.ampproject.org)","(origin_port, 443)","(received_ip_address, 2607:f8b0:4004:82f::2001)","(group_name, nel)","(expires_us_since_epoch, 13266956245815601)","(success_fraction, 0.05)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266351446603754)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 15)","(nik, [])","(origin_scheme, https)","(origin_host, m-gsmarena-com.cdn.ampproject.org)","(origin_port, 443)","(received_ip_address, 2607:f8b0:4002:c06::84)","(group_name, nel)","(expires_us_since_epoch, 13266957195009656)","(success_fraction, 0.05)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266352395043687)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 16)","(nik, [])","(origin_scheme, https)","(origin_host, cdn-redirector.glopal.com)","(origin_port, 443)","(received_ip_address, 2606:4700:3030::6815:4b8f)","(group_name, cf-nel)","(expires_us_since_epoch, 13266957300666940)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266352500668833)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 17)","(nik, [])","(origin_scheme, https)","(origin_host, cdn.codeblackbelt.com)","(origin_port, 443)","(received_ip_address, 2606:4700:3033::ac43:9cd1)","(group_name, cf-nel)","(expires_us_since_epoch, 13266957297623188)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266352497660154)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 18)","(nik, [])","(origin_scheme, https)","(origin_host, ekr.zdassets.com)","(origin_port, 443)","(received_ip_address, 104.18.72.113)","(group_name, cf-nel)","(expires_us_since_epoch, 13266957300582764)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266352500583710)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 19)","(nik, [])","(origin_scheme, https)","(origin_host, settings.luckyorange.net)","(origin_port, 443)","(received_ip_address, 104.26.11.16)","(group_name, cf-nel)","(expires_us_since_epoch, 13266957297563123)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266352497563842)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 20)","(nik, [])","(origin_scheme, https)","(origin_host, simplecellinchelp.zendesk.com)","(origin_port, 443)","(received_ip_address, 104.16.51.111)","(group_name, cf-nel)","(expires_us_since_epoch, 13266957301373604)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266352501373645)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 21)","(nik, [])","(origin_scheme, https)","(origin_host, simplecellshop.com)","(origin_port, 443)","(received_ip_address, 23.227.38.65)","(group_name, network-errors)","(expires_us_since_epoch, 13268944497758079)","(success_fraction, 0.0001)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266352498188446)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 22)","(nik, [])","(origin_scheme, https)","(origin_host, static.zdassets.com)","(origin_port, 443)","(received_ip_address, 104.18.72.113)","(group_name, cf-nel)","(expires_us_since_epoch, 13266957302631096)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266352502632554)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 23)","(nik, [])","(origin_scheme, https)","(origin_host, www-makeuseof-com.cdn.ampproject.org)","(origin_port, 443)","(received_ip_address, 2607:f8b0:4002:c06::84)","(group_name, nel)","(expires_us_since_epoch, 13266957322300783)","(success_fraction, 0.05)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266352522329777)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 24)","(nik, [])","(origin_scheme, https)","(origin_host, www.codeblackbelt.com)","(origin_port, 443)","(received_ip_address, 2606:4700:3033::ac43:9cd1)","(group_name, cf-nel)","(expires_us_since_epoch, 13266957298736189)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266352498737150)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 25)","(nik, [])","(origin_scheme, https)","(origin_host, clients2.google.com)","(origin_port, 443)","(received_ip_address, 2607:f8b0:4002:c03::8a)","(group_name, nel)","(expires_us_since_epoch, 13266360387766858)","(success_fraction, 0.25)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13266360087766935)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 26)","(nik, [])","(origin_scheme, https)","(origin_host, getrockerbox.com)","(origin_port, 443)","(received_ip_address, 104.21.83.150)","(group_name, cf-nel)","(expires_us_since_epoch, 13267677793560423)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13267072993562002)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 27)","(nik, [])","(origin_scheme, https)","(origin_host, www.orderitalianospizzamenu.com)","(origin_port, 443)","(received_ip_address, 2606:4700:3037::6815:1373)","(group_name, cf-nel)","(expires_us_since_epoch, 13268537837800700)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13267933037802536)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 28)","(nik, [])","(origin_scheme, https)","(origin_host, fashionandcars-tumblr-com.cdn.ampproject.org)","(origin_port, 443)","(received_ip_address, 2607:f8b0:4004:832::2001)","(group_name, nel)","(expires_us_since_epoch, 13268768330225458)","(success_fraction, 0.05)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13268163530558227)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 29)","(nik, [])","(origin_scheme, https)","(origin_host, www.digital4n6india.com)","(origin_port, 443)","(received_ip_address, 2606:4700:3032::ac43:ca88)","(group_name, cf-nel)","(expires_us_since_epoch, 13268768442854428)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13268163642859885)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 30)","(nik, [])","(origin_scheme, https)","(origin_host, beacons5.gvt3.com)","(origin_port, 443)","(received_ip_address, 2607:f8b0:4004:808::2003)","(group_name, nel)","(expires_us_since_epoch, 13269983592541301)","(success_fraction, 0.25)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13269983292541429)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 31)","(nik, [])","(origin_scheme, https)","(origin_host, www.totalcardiagnostics.com)","(origin_port, 443)","(received_ip_address, 2606:4700:3037::6815:4996)","(group_name, cf-nel)","(expires_us_since_epoch, 13270589515657393)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13269984715660334)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 32)","(nik, [])","(origin_scheme, https)","(origin_host, ajax.cloudflare.com)","(origin_port, 443)","(received_ip_address, 2606:4700::6810:a723)","(group_name, cf-nel)","(expires_us_since_epoch, 13270794479556687)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270189679560236)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 33)","(nik, [])","(origin_scheme, https)","(origin_host, beacons4.gvt2.com)","(origin_port, 443)","(received_ip_address, 2607:7700:0:24:0:1:d8ef:2074)","(group_name, nel)","(expires_us_since_epoch, 13270190030818649)","(success_fraction, 0.25)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270189730818770)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 34)","(nik, [])","(origin_scheme, https)","(origin_host, geo.thalia.workers.dev)","(origin_port, 443)","(received_ip_address, 2606:4700:3033::6815:588f)","(group_name, cf-nel)","(expires_us_since_epoch, 13270794576925321)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270189776925986)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 35)","(nik, [])","(origin_scheme, https)","(origin_host, woodencork.com)","(origin_port, 443)","(received_ip_address, 2607:7700:0:24:0:1:17e3:2620)","(group_name, network-errors)","(expires_us_since_epoch, 13272781976537845)","(success_fraction, 0.0001)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270189976541969)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 36)","(nik, [])","(origin_scheme, https)","(origin_host, app.backinstock.org)","(origin_port, 443)","(received_ip_address, 2606:4700:3031::ac43:c14a)","(group_name, cf-nel)","(expires_us_since_epoch, 13270795206180985)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270190406254385)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 37)","(nik, [])","(origin_scheme, https)","(origin_host, apps2.webinopoly.com)","(origin_port, 443)","(received_ip_address, 2606:4700:20::681a:80e)","(group_name, cf-nel)","(expires_us_since_epoch, 13270795206293593)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270190406295232)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 38)","(nik, [])","(origin_scheme, https)","(origin_host, cdnjs.cloudflare.com)","(origin_port, 443)","(received_ip_address, 2606:4700::6810:125e)","(group_name, cf-nel)","(expires_us_since_epoch, 13270795204369810)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270190404370940)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 39)","(nik, [])","(origin_scheme, https)","(origin_host, www.orderlogicapp.com)","(origin_port, 443)","(received_ip_address, 2606:4700:3030::ac43:ab77)","(group_name, cf-nel)","(expires_us_since_epoch, 13270795206125913)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270190406127311)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 40)","(nik, [])","(origin_scheme, https)","(origin_host, www.blantonsbourbon.com)","(origin_port, 443)","(received_ip_address, 2607:7700:0:24:0:1:17e3:264a)","(group_name, network-errors)","(expires_us_since_epoch, 13272782455286290)","(success_fraction, 0.0001)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270190455361116)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 41)","(nik, [])","(origin_scheme, https)","(origin_host, age-verification.hulkapps.com)","(origin_port, 443)","(received_ip_address, 2606:4700:20::681a:4db)","(group_name, cf-nel)","(expires_us_since_epoch, 13270795292375648)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270190492377675)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 42)","(nik, [])","(origin_scheme, https)","(origin_host, appsolve.io)","(origin_port, 443)","(received_ip_address, 2606:4700:20::681a:8d5)","(group_name, cf-nel)","(expires_us_since_epoch, 13270795291031451)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270190491033543)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 43)","(nik, [])","(origin_scheme, https)","(origin_host, bottlebuzz.com)","(origin_port, 443)","(received_ip_address, 2607:7700:0:24:0:1:17e3:2620)","(group_name, network-errors)","(expires_us_since_epoch, 13272782492986039)","(success_fraction, 0.0001)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270190492988826)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 44)","(nik, [])","(origin_scheme, https)","(origin_host, cdn.shopify.com)","(origin_port, 443)","(received_ip_address, 2a04:4e42:200::268)","(group_name, network-errors)","(expires_us_since_epoch, 13270191095971214)","(success_fraction, 0.0)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270190495972053)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 45)","(nik, [])","(origin_scheme, https)","(origin_host, beacons.gvt2.com)","(origin_port, 443)","(received_ip_address, 2607:f8b0:4004:808::2003)","(group_name, nel)","(expires_us_since_epoch, 13270190897716995)","(success_fraction, 0.25)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270190597717218)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 46)","(nik, [])","(origin_scheme, https)","(origin_host, beacons3.gvt2.com)","(origin_port, 443)","(received_ip_address, 2607:7700:0:24:0:1:acd9:9c3)","(group_name, nel)","(expires_us_since_epoch, 13270190897730961)","(success_fraction, 0.25)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270190597731120)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, nel_policies)","(RL, 47)","(nik, [])","(origin_scheme, https)","(origin_host, beacons2.gvt2.com)","(origin_port, 443)","(received_ip_address, 2001:4860:4802:38::75)","(group_name, nel)","(expires_us_since_epoch, 13270191077770160)","(success_fraction, 0.25)","(failure_fraction, 1.0)","(is_include_subdomains, 0)","(last_access_us_since_epoch, 13270190777770388)"
