PID,DN,DP,TN,RL,nik,origin_scheme,origin_host,origin_port,group_name,url,priority,weight
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 18)","(nik, [])","(origin_scheme, https)","(origin_host, google.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 19)","(nik, [])","(origin_scheme, https)","(origin_host, google.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons2.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 20)","(nik, [])","(origin_scheme, https)","(origin_host, google.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons3.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 21)","(nik, [])","(origin_scheme, https)","(origin_host, google.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons4.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 22)","(nik, [])","(origin_scheme, https)","(origin_host, google.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons5.gvt2.com/domainreliability/upload-nel)","(priority, 2)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 23)","(nik, [])","(origin_scheme, https)","(origin_host, google.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons5.gvt3.com/domainreliability/upload-nel)","(priority, 2)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 24)","(nik, [])","(origin_scheme, https)","(origin_host, google.com)","(origin_port, 443)","(group_name, nel)","(url, https://clients2.google.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 25)","(nik, [])","(origin_scheme, https)","(origin_host, ka-f.fontawesome.com)","(origin_port, 443)","(group_name, cf-nel)","(url, https://a.nel.cloudflare.com/report?s=rhWJOmAql6uGti5JplekGU6FFRB4M83vtP5r3ZoS5RbMRtvYVSblfXDbFgc%2BDCnI5mLUQsvigilqTqXlFS2xtEizRE32mxXlfNJJdJFw5ptYqKNy2%2BcV4WKAg5F4nmg7fQ%3D%3D)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 26)","(nik, [])","(origin_scheme, https)","(origin_host, beacons4.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons.gcp.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 27)","(nik, [])","(origin_scheme, https)","(origin_host, beacons4.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 28)","(nik, [])","(origin_scheme, https)","(origin_host, beacons4.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons2.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 29)","(nik, [])","(origin_scheme, https)","(origin_host, beacons4.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons3.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 30)","(nik, [])","(origin_scheme, https)","(origin_host, beacons4.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons4.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 31)","(nik, [])","(origin_scheme, https)","(origin_host, beacons4.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons5.gvt2.com/domainreliability/upload-nel)","(priority, 2)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 32)","(nik, [])","(origin_scheme, https)","(origin_host, beacons4.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons5.gvt3.com/domainreliability/upload-nel)","(priority, 2)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 33)","(nik, [])","(origin_scheme, https)","(origin_host, beacons4.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://clients2.google.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 34)","(nik, [])","(origin_scheme, https)","(origin_host, ad.atdmt.com)","(origin_port, 443)","(group_name, coep_report)","(url, https://www.facebook.com/browser_reporting/)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 35)","(nik, [])","(origin_scheme, https)","(origin_host, beacons.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons.gcp.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 36)","(nik, [])","(origin_scheme, https)","(origin_host, beacons.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 37)","(nik, [])","(origin_scheme, https)","(origin_host, beacons.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons2.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 38)","(nik, [])","(origin_scheme, https)","(origin_host, beacons.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons3.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 39)","(nik, [])","(origin_scheme, https)","(origin_host, beacons.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons4.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 40)","(nik, [])","(origin_scheme, https)","(origin_host, beacons.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons5.gvt2.com/domainreliability/upload-nel)","(priority, 2)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 41)","(nik, [])","(origin_scheme, https)","(origin_host, beacons.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons5.gvt3.com/domainreliability/upload-nel)","(priority, 2)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 42)","(nik, [])","(origin_scheme, https)","(origin_host, beacons.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://clients2.google.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 43)","(nik, [])","(origin_scheme, https)","(origin_host, beacons2.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons.gcp.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 44)","(nik, [])","(origin_scheme, https)","(origin_host, beacons2.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 45)","(nik, [])","(origin_scheme, https)","(origin_host, beacons2.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons2.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 46)","(nik, [])","(origin_scheme, https)","(origin_host, beacons2.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons3.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 47)","(nik, [])","(origin_scheme, https)","(origin_host, beacons2.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons4.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 48)","(nik, [])","(origin_scheme, https)","(origin_host, beacons2.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons5.gvt2.com/domainreliability/upload-nel)","(priority, 2)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 49)","(nik, [])","(origin_scheme, https)","(origin_host, beacons2.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons5.gvt3.com/domainreliability/upload-nel)","(priority, 2)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 50)","(nik, [])","(origin_scheme, https)","(origin_host, beacons2.gvt2.com)","(origin_port, 443)","(group_name, nel)","(url, https://clients2.google.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 51)","(nik, [])","(origin_scheme, https)","(origin_host, www.mintahoe.com)","(origin_port, 443)","(group_name, cf-nel)","(url, https://a.nel.cloudflare.com/report?s=9DU%2BHs160xJQJWxwL2UUyoa7trFYeKk7AXU1eJWjOvqSCTgT09TamDPiGSfrqVyoZkho8W6OtYCVaou4xF7hIYBfiQYbag2iKty%2Fycn9nTCU)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 52)","(nik, [])","(origin_scheme, https)","(origin_host, accounts.google.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons.gcp.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 53)","(nik, [])","(origin_scheme, https)","(origin_host, accounts.google.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 54)","(nik, [])","(origin_scheme, https)","(origin_host, accounts.google.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons2.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 55)","(nik, [])","(origin_scheme, https)","(origin_host, accounts.google.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons3.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 56)","(nik, [])","(origin_scheme, https)","(origin_host, accounts.google.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons4.gvt2.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 57)","(nik, [])","(origin_scheme, https)","(origin_host, accounts.google.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons5.gvt2.com/domainreliability/upload-nel)","(priority, 2)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 58)","(nik, [])","(origin_scheme, https)","(origin_host, accounts.google.com)","(origin_port, 443)","(group_name, nel)","(url, https://beacons5.gvt3.com/domainreliability/upload-nel)","(priority, 2)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 59)","(nik, [])","(origin_scheme, https)","(origin_host, accounts.google.com)","(origin_port, 443)","(group_name, nel)","(url, https://clients2.google.com/domainreliability/upload-nel)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 60)","(nik, [])","(origin_scheme, https)","(origin_host, ad4m.at)","(origin_port, 443)","(group_name, report-endpoint)","(url, https://as.ad4m.at/ad/vre)","(priority, 1)","(weight, 1)"
"(PID, com.android.chrome)","(DN, Reporting and NEL)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.chrome/app_chrome/Default/Reporting and NEL)","(TN, reporting_endpoints)","(RL, 61)","(nik, [])","(origin_scheme, https)","(origin_host, as.ad4m.at)","(origin_port, 443)","(group_name, report-endpoint)","(url, https://as.ad4m.at/ad/vre)","(priority, 1)","(weight, 1)"
