Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,id,queryString,vehicleListingId
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 21)","(id, 46)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, 58ABK1GG4JU112312VAZYKK1DQ120210604)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 22)","(id, 47)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, 58AD21B12LU00807581L4X0I00120210627)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 23)","(id, 48)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, 58ABK1GG5GU01506381L4X0I00120210624)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 24)","(id, 49)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, JTHBK1GGXG2230590MZ0Z7NFMI120210616)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 25)","(id, 50)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=1&radius=50&dynamicRadius=true&sort=BEST)","(vehicleListingId, JTHBJ46G782232773BUKNEFQ00120210603)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 26)","(id, 76)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GGXE2137047IY8SZ4LJEQ20210527)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 27)","(id, 77)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG0GU003788YHRV8V6AYH20210523)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 28)","(id, 78)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG7D2022176HNQ7L5LC3J20210525)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 29)","(id, 79)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG6GU0205322GKH50V9V120210514)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 30)","(id, 80)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG0E2116711DANLRAE00120210502)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 31)","(id, 81)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG6F22097834WPPDOG00120210529)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 32)","(id, 82)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG0E21308185L86JZU00120210602)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 33)","(id, 83)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG4E2136962MZ4UNK72IR20210609)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 34)","(id, 84)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBW1GG2D2006309QIUF7ZG00120210522)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 35)","(id, 85)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG8G2227882TXV46GI00120210318)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 36)","(id, 86)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG0E21016888K2JL7F00120210430)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 37)","(id, 87)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG3E2102110YEEXIKR0P120210514)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 38)","(id, 88)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG5E2101556NQUUVUNBFK20210611)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 39)","(id, 89)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG7F215488827U78Z2I7120210622)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 40)","(id, 90)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG9D2002107A41KYRKPNJ20210608)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 41)","(id, 91)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG9D2025788IG153U3FN120210401)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 42)","(id, 92)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG2HU061919FOZKSPEF6R20201201)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 43)","(id, 93)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG1D2043136TASAPSC00120210429)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 44)","(id, 94)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG7F2156575J91FAIE91120210625)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 45)","(id, 95)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG3D2044739G88HHJP4O120210408)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 46)","(id, 96)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG5D20760431IUYXDTTV120210610)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 47)","(id, 97)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG7E2116334VWYIACGEO220210524)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 48)","(id, 98)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG0D2044875VWYIACGEO220210612)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 49)","(id, 99)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG7D2033632EPMAQSYJGH20210516)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 50)","(id, 100)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG8D2015799CEONITIU1K20210430)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 51)","(id, 101)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG0GU003788YHRV8V6AYH20210523)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 52)","(id, 102)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG6GU0205322GKH50V9V120210514)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 53)","(id, 103)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG8G2227882TXV46GI00120210318)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 54)","(id, 104)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG2HU061919FOZKSPEF6R20201201)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 55)","(id, 105)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG2G22188717Z6FQV2B5120210428)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 56)","(id, 106)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG6G22305993RT3S9800120210414)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 57)","(id, 107)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG0GU018713YPOSN35S7620210604)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 58)","(id, 108)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, 58ABK1GG0GU005444OE1BWT500120210522)"
"(Package Name, com.carfax.consumer)","(Original Database Name, room-ucl-db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.carfax.consumer/databases/room-ucl-db)","(Table Name, searchVehicles)","(Line ID, 59)","(id, 109)","(queryString, ?rows=25&make=Lexus&model=ES&zip=24060&noAccidents=true&priceMin=15000&priceMax=25000&yearMin=2016&radius=500&sort=BEST)","(vehicleListingId, JTHBK1GG5G2242162VFWVFTGWLC20210501)"
