PID,DN,DP,TN,RL,_id,rule_id,config_id,priority,config_result,namespace
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 11)","(_id, 12)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, ANDROID_NO_CLIENT_SAFETY_NET_ON_REGISTRATION)","(priority, -1)","(config_result, CixBTkRST0lEX05PX0NMSUVOVF9TQUZFVFlfTkVUX09OX1JFR0lTVFJBVElPThICIAEaACCQHCoQAAAAAAAAAAAAAAAAAAAAADD///////////8BOA1gwcgO)","(namespace, 13)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 12)","(_id, 13)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, ANDROID_NO_CLIENT_SAFETY_NET_ON_REGISTRATION_BYPASS_STRING)","(priority, -1)","(config_result, CjpBTkRST0lEX05PX0NMSUVOVF9TQUZFVFlfTkVUX09OX1JFR0lTVFJBVElPTl9CWVBBU1NfU1RSSU5HEg0qC21hZ2ljU3RyaW5nGgAgkBwqEAAAAAAAAAAAAAAAAAAAAAAw////////////ATgNYMLIDg==)","(namespace, 13)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 13)","(_id, 14)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, APPLICATION_CRASH_SAMPLING_POLICY)","(priority, -1)","(config_result, CiFBUFBMSUNBVElPTl9DUkFTSF9TQU1QTElOR19QT0xJQ1kSFjIUEhIJAAAAAAAA8D8RAAAAAAAA8D8aACCQHCoQAAAAAAAAAAAAAAAAAAAAADD///////////8BODtg/acD)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 14)","(_id, 15)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, APPLICATION_LOW_MEMORY_WARNING_SAMPLING_POLICY)","(priority, -1)","(config_result, Ci5BUFBMSUNBVElPTl9MT1dfTUVNT1JZX1dBUk5JTkdfU0FNUExJTkdfUE9MSUNZEhYyFBISCQAAAAAAAPA/EQAAAAAAAPA/GgAgkBwqEAAAAAAAAAAAAAAAAAAAAAAw////////////ATg7YP6nAw==)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 15)","(_id, 16)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, APP_BAD_FRAME_SAMPLING_POLICY)","(priority, -1)","(config_result, Ch1BUFBfQkFEX0ZSQU1FX1NBTVBMSU5HX1BPTElDWRIWMhQSEgmamZmZmZm5PxEAAAAAAADwPxoAIJAcKhAAAAAAAAAAAAAAAAAAAAAAMP///////////wE4O2C1yAk=)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 16)","(_id, 17)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, APP_BATTERY_METRICS_SAMPLING_POLICY)","(priority, -1)","(config_result, CiNBUFBfQkFUVEVSWV9NRVRSSUNTX1NBTVBMSU5HX1BPTElDWRIWMhQSEgmamZmZmZm5PxEAAAAAAADwPxoAIJAcKhAAAAAAAAAAAAAAAAAAAAAAMP///////////wE4O2CAqAM=)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 17)","(_id, 18)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, APP_BATTERY_PAGE_VIEW_METRICS_SAMPLING_POLICY)","(priority, -1)","(config_result, Ci1BUFBfQkFUVEVSWV9QQUdFX1ZJRVdfTUVUUklDU19TQU1QTElOR19QT0xJQ1kSFjIUEhIJmpmZmZmZuT8RAAAAAAAA8D8aACCQHCoQAAAAAAAAAAAAAAAAAAAAADD///////////8BODtggagD)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 18)","(_id, 19)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, APP_EXCEPTION_REPORT_SAMPLING_POLICY)","(priority, -1)","(config_result, CiRBUFBfRVhDRVBUSU9OX1JFUE9SVF9TQU1QTElOR19QT0xJQ1kSFjIUEhIJAAAAAAAA8D8RAAAAAAAA8D8aACCQHCoQAAAAAAAAAAAAAAAAAAAAADD///////////8BODtg65gD)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 19)","(_id, 20)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, APP_GHOST_TO_DISCOVER_FEED_LATENCY_SAMPLING_POLICY)","(priority, -1)","(config_result, CjJBUFBfR0hPU1RfVE9fRElTQ09WRVJfRkVFRF9MQVRFTkNZX1NBTVBMSU5HX1BPTElDWRIWMhQSEgmamZmZmZm5PxEAAAAAAADwPxoAIJAcKhAAAAAAAAAAAAAAAAAAAAAAMP///////////wE4O2DYqQM=)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 20)","(_id, 21)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, APP_LOCATION_UPDATE_REQUEST_METRICS_SAMPLING_POLICY)","(priority, -1)","(config_result, CjNBUFBfTE9DQVRJT05fVVBEQVRFX1JFUVVFU1RfTUVUUklDU19TQU1QTElOR19QT0xJQ1kSFjIUEhIJmpmZmZmZuT8RAAAAAAAA8D8aACCQHCoQAAAAAAAAAAAAAAAAAAAAADD///////////8BODtg2akD)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 21)","(_id, 22)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, APP_SESSION_SUMMARY_SAMPLING_POLICY)","(priority, -1)","(config_result, CiNBUFBfU0VTU0lPTl9TVU1NQVJZX1NBTVBMSU5HX1BPTElDWRIWMhQSEgkAAAAAAADwPxEAAAAAAADwPxoAIJAcKhAAAAAAAAAAAAAAAAAAAAAAMP///////////wE4O2CDmgM=)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 22)","(_id, 23)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, APP_STARTUP_FEED_READY_SAMPLING_POLICY)","(priority, -1)","(config_result, CiZBUFBfU1RBUlRVUF9GRUVEX1JFQURZX1NBTVBMSU5HX1BPTElDWRIWMhQSEgkAAAAAAADwPxEAAAAAAADwPxoAIJAcKhAAAAAAAAAAAAAAAAAAAAAAMP///////////wE4O2CJpwM=)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 23)","(_id, 24)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, APP_STATE_FOREGROUND_SAMPLING_POLICY)","(priority, -1)","(config_result, CiRBUFBfU1RBVEVfRk9SRUdST1VORF9TQU1QTElOR19QT0xJQ1kSFjIUEhIJAAAAAAAA8D8RAAAAAAAA8D8aACCQHCoQAAAAAAAAAAAAAAAAAAAAADD///////////8BODtg2qkD)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 24)","(_id, 25)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, ARBIZ_LENS_CAROUSEL_HEIGHT)","(priority, -1)","(config_result, ChpBUkJJWl9MRU5TX0NBUk9VU0VMX0hFSUdIVBIQKg5kZWZhdWx0Q29udHJvbBoAIJAcKhAAAAAAAAAAAAAAAAAAAAAAMP///////////wE4BGCoxg0=)","(namespace, 4)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 25)","(_id, 26)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, ARKIT_SKELETON3D_CONFIG)","(priority, -1)","(config_result, ChdBUktJVF9TS0VMRVRPTjNEX0NPTkZJRxK5ASq2AXsidXJsIjogImh0dHBzOi8vbGVucy1zdG9yYWdlLnN0b3JhZ2UuZ29vZ2xlYXBpcy5jb20vYXNzZXQvemlwLzk0MzRmMGMzLWQzY2ItNDBiNy05OGYxLTM1N2ZjM2JiMGY5MyIsCiAiY2hlY2tzdW0iOiAiQTg3QzUzOURERDRBNERCNDk1MDM1RTBDRDhFNjcyMjM2MjQ5RkY0NTE3RUNCMUIxRUM1OEJGQkI3NDM5NTM0QSJ9GgAgkBwqEAAAAAAAAAAAAAAAAAAAAAAw////////////AWD0zgM=)","(namespace, 0)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 26)","(_id, 27)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, ARROYO_DUPLEX_INJECT_IOS_COF)","(priority, -1)","(config_result, ChxBUlJPWU9fRFVQTEVYX0lOSkVDVF9JT1NfQ09GEgIgABoAIJAcKhAAAAAAAAAAAAAAAAAAAAAAMP///////////wE4EGCgrgw=)","(namespace, 16)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 27)","(_id, 28)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, ARROYO_FEED_COMPARISON_SAMPLING_POLICY)","(priority, -1)","(config_result, CiZBUlJPWU9fRkVFRF9DT01QQVJJU09OX1NBTVBMSU5HX1BPTElDWRIWMhQSEgkAAAAAAADwPxEAAAAAAADwPxoAIJAcKhAAAAAAAAAAAAAAAAAAAAAAMP///////////wE4O2CKpwM=)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 28)","(_id, 30)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, ARROYO_NOTIFICATION_SYNC_CONVERSATION_TIMEOUT_MILLIS)","(priority, -1)","(config_result, CjRBUlJPWU9fTk9USUZJQ0FUSU9OX1NZTkNfQ09OVkVSU0FUSU9OX1RJTUVPVVRfTUlMTElTEgQQoPc2GgAgkBwqEAAAAAAAAAAAAAAAAAAAAAAw////////////AWCZkgM=)","(namespace, 0)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 29)","(_id, 31)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, ARROYO_PROD_STREAMING_SERVICE_ENDPOINT)","(priority, -1)","(config_result, CiZBUlJPWU9fUFJPRF9TVFJFQU1JTkdfU0VSVklDRV9FTkRQT0lOVBIdKhthd3MuZHVwbGV4LnNuYXBjaGF0LmNvbTo0NDMaACCQHCoQAAAAAAAAAAAAAAAAAAAAADD///////////8BYPaTAg==)","(namespace, 0)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 30)","(_id, 34)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, BACKGROUND_PREFETCH_CANCELED_SAMPLING_POLICY)","(priority, -1)","(config_result, CixCQUNLR1JPVU5EX1BSRUZFVENIX0NBTkNFTEVEX1NBTVBMSU5HX1BPTElDWRIWMhQSEgmamZmZmZm5PxEAAAAAAADwPxoAIJAcKhAAAAAAAAAAAAAAAAAAAAAAMP///////////wE4O2DbqQM=)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 31)","(_id, 35)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, BACKGROUND_PREFETCH_FINISHED_SAMPLING_POLICY)","(priority, -1)","(config_result, CixCQUNLR1JPVU5EX1BSRUZFVENIX0ZJTklTSEVEX1NBTVBMSU5HX1BPTElDWRIWMhQSEgmamZmZmZm5PxEAAAAAAADwPxoAIJAcKhAAAAAAAAAAAAAAAAAAAAAAMP///////////wE4O2DcqQM=)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 32)","(_id, 36)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, BACKGROUND_PREFETCH_PROCESSED_SAMPLING_POLICY)","(priority, -1)","(config_result, Ci1CQUNLR1JPVU5EX1BSRUZFVENIX1BST0NFU1NFRF9TQU1QTElOR19QT0xJQ1kSFjIUEhIJmpmZmZmZuT8RAAAAAAAA8D8aACCQHCoQAAAAAAAAAAAAAAAAAAAAADD///////////8BODtg3akD)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 33)","(_id, 37)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, BACKGROUND_PREFETCH_SCHEDULED_SAMPLING_POLICY)","(priority, -1)","(config_result, Ci1CQUNLR1JPVU5EX1BSRUZFVENIX1NDSEVEVUxFRF9TQU1QTElOR19QT0xJQ1kSFjIUEhIJmpmZmZmZuT8RAAAAAAAA8D8aACCQHCoQAAAAAAAAAAAAAAAAAAAAADD///////////8BODtg3qkD)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 34)","(_id, 38)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, BANDWIDTH_ACCURACY_SAMPLING_POLICY)","(priority, -1)","(config_result, CiJCQU5EV0lEVEhfQUNDVVJBQ1lfU0FNUExJTkdfUE9MSUNZEhYyFBISCZqZmZmZmbk/EQAAAAAAAPA/GgAgkBwqEAAAAAAAAAAAAAAAAAAAAAAw////////////ATg7YIWaAw==)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 35)","(_id, 39)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, BATCH_CAPTURE)","(priority, -1)","(config_result, Cg1CQVRDSF9DQVBUVVJFEgIgABoAIJAcKhAAAAAAAAAAAAAAAAAAAAAAMP///////////wE4AWC6eQ==)","(namespace, 1)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 36)","(_id, 43)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, BLIZZARD_IOS_SCLOGGER_ON_SCOPE_GRAPH)","(priority, -1)","(config_result, CiRCTElaWkFSRF9JT1NfU0NMT0dHRVJfT05fU0NPUEVfR1JBUEgSAiAAGgAgkBwqEAAAAAAAAAAAAAAAAAAAAAAw////////////ATg7YKKTCA==)","(namespace, 59)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 37)","(_id, 44)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, BLOOPS_CAMERA_ROLL)","(priority, -1)","(config_result, ChJCTE9PUFNfQ0FNRVJBX1JPTEwSAiABGgAgkBwqEAAAAAAAAAAAAAAAAAAAAAAw////////////AWDXwAw=)","(namespace, 0)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 38)","(_id, 45)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, BLOOPS_CAMERA_ROLL_CROP)","(priority, -1)","(config_result, ChdCTE9PUFNfQ0FNRVJBX1JPTExfQ1JPUBICIAEaACCQHCoQAAAAAAAAAAAAAAAAAAAAADD///////////8BYI7FDA==)","(namespace, 0)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 39)","(_id, 47)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, BOLT_CONTENT_OBJECT_RESOLVE_TIMEOUT_MS)","(priority, -1)","(config_result, CiZCT0xUX0NPTlRFTlRfT0JKRUNUX1JFU09MVkVfVElNRU9VVF9NUxIDEIgnGgAgkBwqEAAAAAAAAAAAAAAAAAAAAAAw////////////AWC2eQ==)","(namespace, 0)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 40)","(_id, 48)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, BOLT_NETWORK_MAPPING_PERSISTENCE)","(priority, -1)","(config_result, CiBCT0xUX05FVFdPUktfTUFQUElOR19QRVJTSVNURU5DRRICMgAaACCQHCoQAAAAAAAAAAAAAAAAAAAAADD///////////8BOEJg86QI)","(namespace, 66)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 41)","(_id, 49)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, BOLT_NETWORK_MAPPING_REFRESH_TTL_SEC)","(priority, -1)","(config_result, CiRCT0xUX05FVFdPUktfTUFQUElOR19SRUZSRVNIX1RUTF9TRUMSBAiAowUaACCQHCoQAAAAAAAAAAAAAAAAAAAAADD///////////8BYLh5)","(namespace, 0)"
"(PID, com.snapchat.android)","(DN, core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/core.db)","(TN, ConfigRule)","(RL, 42)","(_id, 54)","(rule_id, AAAAAAAAAAAAAAAAAAAAAA==)","(config_id, BOLT_RESOLVER_CACHE_NETWORK_RULES_TTL_MS)","(priority, -1)","(config_result, CihCT0xUX1JFU09MVkVSX0NBQ0hFX05FVFdPUktfUlVMRVNfVFRMX01TEgQIsOoBGgAgkBwqEAAAAAAAAAAAAAAAAAAAAAAw////////////AThCYPCkCA==)","(namespace, 66)"
