PID,DN,DP,TN,RL,_id,pb,timestamp,operation_status
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 18)","(_id, 18)","(pb, CNf5x5ONLxABGgEwIm0Aeg8EcyPXiGtXfjZRCaK9NIJeH+UPeyA2HRznBWxyu6tPKCx/ck65FSfku7P2SwpIHilms/bALdTjLNV0I8OFmZknq39JhABmGxRKGbqpRB/eMQBvIWwYuoG4knBY6v+DVWJxizSdlLk+x6+6)","(timestamp, 1618438388951)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 19)","(_id, 19)","(pb, CPXLq76NLxABGgEwIm0Aeg8Ec+/2oj0ofYK9Y30mCQsX1bRtbl5F04q1JHZNBIZWeer/prF//wrRvDgTUiBIujGW/SSesJVbTkdBjeOsOZarebsT/ZOrCcFX7CgFXRzMeUHTO7Gz2+1n/v4ZRPX0Qeqho/wtDPHkQhCl)","(timestamp, 1618528101877)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 20)","(_id, 20)","(pb, CKLV4eSNLxABGgEwIm4Aeg8Ec7p9IUDd8bcGSWVv0XgSLR24jMnPOzue1j+YMs10LThRYwzeRbV263UUC34c8tV3wH91N+2mQ3YHBSNb2sZkoYNFrJq+OM9tbMHbmWyMpHoEWsc5R9+qmX7YkXHYNOABaUgV0Zj30j9HBA==)","(timestamp, 1618608679586)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 21)","(_id, 21)","(pb, CIOC1Y6OLxABGgEwIm4Aeg8Ec9BYPw0eA1ijlA4LFyvaml6KaoUKN9FK3uhcas+NXhc1eB7OBPIYN+Lb7YnxK8w6jzw0AqQQ30z2OTvcMdI68cw46kmOrfs2chOm92vGIalh/C5nXlU/LibzQ2wkG/7s3GX9yVFUmMmHog==)","(timestamp, 1618696552707)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 22)","(_id, 22)","(pb, CJyFtriOLxABGgEwIm0Aeg8Ec3b+MC32dSYV8Uyl5PHmePzzq0ougfbJ8IQza9FnnyKahtwjagMQTv9dwXscPmGzJPOBrGwgM288Z2GDsCFa39EhVb9Yu7y9vRgfD6/ZJqjGxiyzxTY5/7BuUT+YRqr5kI7yY1jZ5d6m)","(timestamp, 1618784125596)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 23)","(_id, 23)","(pb, CJiin+eOLxABGgEwIm4Aeg8Ec/iw5ZQH3jjObEWMZ4H/9qyMbAx4zsfLO//wVvahPiGPE7RQuLpTyiCCi8K+mgPpw6drHBcrzfPP89Rgj+pnNzIaNdU3wWIQm+qfvRAfV0hi/7e4C5NkWX/KeawJF0dahqnLANaduT7ogg==)","(timestamp, 1618882318616)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 24)","(_id, 24)","(pb, CI3Xlo2PLxABGgEwIm0Aeg8EcxbhwNQ76N7aQuqoitqPltUlJesNPTi/sQKJuK/uWzKM0+ykNSlJxdmFV8+wILMlNkzZSPecDxs5iEPbPCKlhtLuvEcX1fqSm6hQ49zyry9xgEzK16IQ/9SYBD2QuNTUuCzKja0Is01W)","(timestamp, 1618961869709)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 25)","(_id, 25)","(pb, CNTykLmPLxABGgEwIm0Aeg8EcwRodazOyVBpQduERrp00Y0xm+Pr3XietrOtde+ifUh2G9YXumtBuE/EL8smMbh5chEUUPoQ+K/nCJrlBXt307wl6P+u3edtmvCQ2GqwtgR3tl1oUcSLxetmZOJTwSWn7+GoONg94s7J)","(timestamp, 1619054049620)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 26)","(_id, 26)","(pb, CKni4+CPLxABGgEwIm0Aeg8Ec4DQV/Gi3dZGLCBczvJkjZJIv1Ut9hU0ah8jLc3pAdokV8Se/Xe4TD3Xu2cJXEMcJFpHpOyVDRhCjCvYXJ6lO2NLrbMKVdne+45XfkE3OXrb/6WIc6olMZyhJDVmrR+b2gZ0aAQu5XTr)","(timestamp, 1619137196329)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 27)","(_id, 27)","(pb, CJShhImQLxABGgEwIm4Aeg8Ec+RQAqfjEPcijnxM3vDSFj0vheBVQ6g2c9Bylig/dFxhUIwrJMjLNIJDzPbSCrMiukFd9E5Xh8OnqGdORhFsZIitlsHgOawaBfe3f9YK/KlnR7NVakIy6aWufGOvj5nYe+5SEdSzMTfcRA==)","(timestamp, 1619221614740)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 28)","(_id, 28)","(pb, CIqyjp2QLxABGgEwIm4Aeg8Ec4piAQKcIS+D09KqgF5pId0VTcmGgzETHvpj0u2fYHNPIGc3lPSGLrmfsKVT8PI91HOHofI66hB1t1Of94nmwVKl8rFX3PLeCWZhQ6Tkm2sv+Oq7rMywnvJvw3nwfQ2+uLOhfTNF74ls9A==)","(timestamp, 1619263723786)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 29)","(_id, 29)","(pb, CNqC8b6QLxABGgEwIm0Aeg8Ec9bbuGxnislz57Hmq973gQFSoOYibBA/k5Y2fgzsBk5gXEIq/IvueCAV7K6HG9b7Z71prKn9iIfZzrOQMNYiU97knTqXuCF/lJFxhadJUE09MYZVsfJhlyAV7KOYpn+YnytpgNXLeUo8)","(timestamp, 1619334545754)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 30)","(_id, 30)","(pb, CNSY9MiQLxABGgEwIm4Aeg8EcwzenkibLe0QFPmP4fEpPqac4yyL0Tj3a/G4OeqmdttBx3n7nMpXDZrr3xXRiDgbUxUxvB3Tyilmbv+fuohzhSawz/k2gKix2xN8OgvuNtG2RXFrH7OCeMJ16Lz4V9mGqeBkdqRlSmiRIg==)","(timestamp, 1619355569236)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 31)","(_id, 31)","(pb, CJy31+qQLxABGgEwIm0Aeg8Ecw0UU71zmhVhffK+/1y4Ug+HsevCFL9boCBzuMlqSB79syENFDu2tVq1DYCsrej8YEWM0Mdv7O9A1UppXWzAnFmr5ihG0m78Ed1X5bCOYh1qRcxojcZ96GKxh6VWDoQCHXYaFAQPvD72)","(timestamp, 1619426401180)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 32)","(_id, 32)","(pb, CPLz75eRLxABGgEwIm0Aeg8Ec3tXzrAwSxoKvRVawcBSEeqBsVGIrbrXhsoWAanljK4UP5j0z/iKDpgW7GRFJzoz6Xv398p09OgrEDyORSvcdrkGHkmFWdcZ98Q+qNhzLDYJVWtNHWKBbkiw646kh2nnENTZ3TBJOG8Z)","(timestamp, 1619521174002)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 33)","(_id, 33)","(pb, CLTCicCRLxABGgEwIm4Aeg8Ec7hqMcze1MM97SvUZmsqb5pD/4eLFrVNTM0KHqKJzFSQnbk1h70saST70sYDKXaTn3RbzkndHZuazZc7DGWpgcw59k9kpc8mALhem0TPac/jSuE9rLca2yy7gAGXUkMAqc/OiP21yuxd+A==)","(timestamp, 1619605479732)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 34)","(_id, 34)","(pb, COba6uiRLxABGgEwIm4Aeg8EcwpFgZPpJ4IJi1+huiw5lMATfYMvKm6HvwOb/21b459f6kRmjwuGMySCiXTarVLy2cp05x0bPScA0KaAJTvVi6aod61NuV+uwGDgXB8drg7umKQm0C0xPhUpPebAzYJGjtK7VSfyBYsTVA==)","(timestamp, 1619690958182)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 35)","(_id, 35)","(pb, CMuVjPiRLxABGgEwIm4Aeg8Ec8E/ac4czIdVWYk+bbJfSEMEHMpCRyZxTqrDfltkHc5XiIO/Yrp3PD2ok1WzjIRKTJLmnTwqYotBXDJAQV03bHEVh42fDlaLyksTaPRTsww8Qkg5yNmfLhEN38UfVYUnbd3bhglhVZhb1Q==)","(timestamp, 1619722963659)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 36)","(_id, 36)","(pb, CKevnp6SLxABGgEwIm0Aeg8Ecx9LRHY6j35wQhrvItNtHgiM9q7q7mvRbZGXYTIUtRHgDWMGg9BD4SFt6btQjSc9AR0FxeJjjlLeusrjFmfe+ojQO8B6cc4W4X1WBrvRhyrS+3gBPbxQR5CUWOGEPH6DfVgG5i73ASt4)","(timestamp, 1619802953639)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 37)","(_id, 37)","(pb, CNDa29yTLxABGgEwIm4Aeg8Ec2I+OGtB4Ps8U1QJiHUdZwF6huZcKteq165Lz+lUCFC/ccuu/q3Q+8pqwZRSBl/WUp5FCxqIXGjOySh9XSI5VhW8aXaO2yqrVg5elSntLMlSZ2N+WnuV9WIC3igYN8Wk3dGbeeNX2/8bMw==)","(timestamp, 1620202417488)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 38)","(_id, 38)","(pb, CKGz39yTLxABGgEwIm4Aeg8Ec6if86fX+sgYJM5k4CZ+AQbJW5C7ibucQR5c7I/LkTW9JAg12gMcAO8h+VftdZFDV3rrSVjqBFJqrI49lkY1UfdJJH/WzBcfdVmxVk9eOwnYhu5oxdHzLtjFuYx+soPhCB8yf7SvmSJIbQ==)","(timestamp, 1620202477985)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 39)","(_id, 39)","(pb, CLa439yTLxABGgEwIm0Aeg8Ec7RS5/ReqSkSztxvBAJsF1Eu6ZZ7JMq8EAOGBisK1zjUsjVUToUd2hdcVwLZ0P9YbbNtMyfjlZZRzWFMHsH7WMf2+AiPmm1pugs9D6lMirTBthMED35T/SNioF5QVxuKAMC/6XBvSJFQ)","(timestamp, 1620202478646)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 40)","(_id, 40)","(pb, CI2839yTLxABGgEwIm0Aeg8Ec7cDlOuFnWiYJN/Apa+Yc+MMICKa+OCswvFcUdSUT1cPs8JLtq0+LERUi5tl4e/fyWFlIbtN6TySC/2A0Bp+53bfPjuKkdujZJDSFaCrIRoFihQKBu/rVYx5Xi7zSDSxvhMQVIcLkymQ)","(timestamp, 1620202479117)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 41)","(_id, 41)","(pb, CMK/39yTLxABGgEwIm0Aeg8Ec1P9BHkgK5ZchQ7s3J2UNVj/wVd2IeJ8sg07EhTxmrfHPUUWoT8TdMO3EqoY1axxEHDsndDVYwoLBCSW3/hZ+WDX5KuQ+f/DEy8O39+ZBw+StGyU4CHfEk7f4AUtp4oH4TZe0MO/54Pr)","(timestamp, 1620202479554)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 42)","(_id, 42)","(pb, CNDvjt2TLxABGgEwIm0Aeg8Ec73xi2j6QbeXM/lhZ87AA9/2K/dfk1RI3safY/tK7V/5oPbP7/jpV2qKYFyq/W1iBwgA6FfiGCYt1X+7/AtiK/EVhJbZZlHDxL9XGmPXMtyavaEq9WWJnQMix/xsi6TJFNpbbCdIfhV1)","(timestamp, 1620203255760)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 43)","(_id, 43)","(pb, CM2nuIqULxABGgEwIm0Aeg8Ec000B/0mj+u54rNh7mxp+tJ+a4aCumeancvZbLaw0lkjT5Nk27CGPe1bD+FzFvtJ72yU4OaVrEamFUxcFNu+lbjZiZV24oijj1s4lR9+QXQbk53ZlXZ2dn9838EolFp+YjNuIa9sAFzq)","(timestamp, 1620298306509)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 44)","(_id, 44)","(pb, CKOI5rKULxABGgEwIm0Aeg8Ec1XN1F0CBMA5lvgeodi5dq0uxS3C/5VMhw7yzqp5xvZY4ILACiTSVKKQv1UhYWO82jnQpbDg5jTzLm/VLCrEtkYsx/i5hgE/bjiUc2DdfXQfSLNxo5fJpk6Kiez2Uuj7zUZgmcSdy1fj)","(timestamp, 1620382942243)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 45)","(_id, 45)","(pb, COGmqduULxABGgEwIm4Aeg8Ec8lnXPSD9k6e0g/OnuCah3E/YRciIz+720e7ISYD3f3d0ZEdAaKZzcpukMv7Ps2YmVsyj4vC9g8e9JPR/v39KsMlqvjO4l3k3nBIQskXFRAxqGEUJe6XnusiIhGkahy8K0W32Q+dD/3wpA==)","(timestamp, 1620467929953)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 46)","(_id, 46)","(pb, CP2V0fmULxABGgEwIm4Aeg8Ec6JkwxetaTq2AKGeO6X+pYMSlC+D+RM+f4jDr4ioUds+1u9SjHT54OtgIuf5FU/BzXz2qQha9sMOtpX8CepQjQk/VsjbunL2HIsTXYONIUJO82SdS2FxwhxZj9l3ntDQNVwKmHRccR+o9w==)","(timestamp, 1620531497725)","(operation_status, 1)"
"(PID, com.google.android.gms)","(DN, gass.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/gass.db)","(TN, ad_attestation)","(RL, 47)","(_id, 47)","(pb, COaEhJmVLxABGgEwIm0Aeg8Ec0qoWC/cokiPeqIecuwUgHX1BRlzkHA4l1vpBDu2m5zkL3L3gypgsQFbuaefSmDVjPbkT8OhETnftuQDBC18Doy8uhOhmNTl0zrZIu9q13OAX2ILSaieDYwkHU60pCd/gay19D+CvZbw)","(timestamp, 1620597342822)","(operation_status, 1)"
